loss,loss_u0,loss_v0,loss_phys
1.0106755495071411,0.9346867203712463,0.10007236897945404,659.8156127929688
0.8824504613876343,0.8484587669372559,0.08755473792552948,252.36265563964844
0.8260962963104248,0.7693756818771362,0.07736871391534805,489.8376159667969
0.8241705894470215,0.7015842199325562,0.0731445699930191,1152.7193603515625
0.8403922915458679,0.6518155336380005,0.07630804181098938,1809.4595947265625
0.8459456562995911,0.6219102144241333,0.08554872870445251,2154.8056640625
0.8348356485366821,0.6082542538642883,0.09933901578187943,2166.474853515625
0.8144217133522034,0.6060245037078857,0.11666561663150787,1967.306640625
0.7945683002471924,0.6109969615936279,0.1367454081773758,1698.967529296875
0.7824254035949707,0.6195769906044006,0.15866830945014954,1469.8157958984375
0.78042072057724,0.6285222172737122,0.1811426281929016,1337.8424072265625
0.786080002784729,0.6349206566810608,0.20243068039417267,1309.1627197265625
0.7938432693481445,0.6365766525268555,0.22063660621643066,1352.029541015625
0.7984873056411743,0.6325231194496155,0.23430700600147247,1425.3345947265625
0.7978695631027222,0.6230862736701965,0.24288341403007507,1504.94921875
0.793178379535675,0.6094983816146851,0.2466709464788437,1590.12939453125
0.7873849868774414,0.5934821367263794,0.24652738869190216,1692.501220703125
0.7833653092384338,0.5769731998443604,0.2435627430677414,1820.3587646484375
0.7825448513031006,0.5619250535964966,0.23893670737743378,1967.26171875
0.784430980682373,0.5500888824462891,0.23372167348861694,2109.698974609375
0.7871545553207397,0.542749285697937,0.22879387438297272,2215.2587890625
0.7886941432952881,0.5405271053314209,0.22474749386310577,2256.9228515625
0.7879931330680847,0.5433536767959595,0.22186018526554108,2224.534423828125
0.785325288772583,0.5505920052528381,0.22012102603912354,2127.211669921875
0.7818866968154907,0.561204731464386,0.21929647028446198,1987.5234375
0.7790332436561584,0.5739060044288635,0.21900561451911926,1832.26708984375
0.7776108384132385,0.5872942209243774,0.21879540383815765,1684.37060546875
0.7776517271995544,0.5999906063079834,0.21821723878383636,1558.3939208984375
0.7785108089447021,0.610799252986908,0.21690647304058075,1460.208740234375
0.7793067693710327,0.6188597679138184,0.21464984118938446,1389.8199462890625
0.7794049978256226,0.6237494945526123,0.2114245444536209,1345.13037109375
0.7786863446235657,0.6255018711090088,0.2073974907398224,1324.447265625
0.7775038480758667,0.6245460510253906,0.20288944244384766,1326.6885986328125
0.7764099836349487,0.6215953230857849,0.1983189582824707,1349.82763671875
0.7758326530456543,0.6175167560577393,0.1941394954919815,1389.0191650390625
0.7758658528327942,0.6131992936134338,0.1907779723405838,1435.8878173828125
0.7762634754180908,0.6094312071800232,0.1885833889245987,1479.739501953125
0.7766130566596985,0.6067965030670166,0.187787264585495,1510.378173828125
0.7765802145004272,0.6056073307991028,0.18848276138305664,1521.2457275390625
0.7760785222053528,0.6058793663978577,0.19062115252017975,1511.3704833984375
0.7752811908721924,0.6073533892631531,0.19402286410331726,1485.2557373046875
0.7744895219802856,0.6095559000968933,0.19839900732040405,1450.937255859375
0.7739483714103699,0.6118854880332947,0.203383207321167,1417.2457275390625
0.7737194299697876,0.6137166023254395,0.20857256650924683,1391.45556640625
0.7736754417419434,0.6145079135894775,0.2135787159204483,1378.0965576171875
0.7736045122146606,0.6138971447944641,0.21808190643787384,1378.991943359375
0.7733507752418518,0.6117649078369141,0.22187726199626923,1393.9818115234375
0.7729029655456543,0.6082532405853271,0.22490055859088898,1421.5965576171875
0.7723813056945801,0.603736162185669,0.22722621262073517,1459.2252197265625
0.771943986415863,0.5987505316734314,0.22903889417648315,1502.8958740234375
